Id,Username,Date,Tweet,Emotion,Anger,Joy,Surprise,Fear,Disgust,Sadness,Trust,Anticipation,SadnessV,SadnessA,SadnessD,SadnessCount,AnticipationV,AnticipationA,AnticipationD,AnticipationCount,DisgustV,DisgustA,DisgustD,DisgustCount,SurpriseV,SurpriseA,SurpriseD,SupriseCount,AngerV,AngerA,AngerD,AngerCount,JoyV,JoyA,JoyD,JoyCount,FearV,FearA,FearD,FearCount,TrustV,TrustA,TrustD,TrustCount
1691,realDonaldTrump,14-Aug-18,Tom Fitton of Judicial Watch: The Strzok firing is as much about the Mueller operation as anything else. There would be no Mueller Special Councel to investigate so called collusion but for the machinations of Strzok & his colleagues at the top levels of the FBI. We know this...,Joy,0.009736883,0.594207048,0.021207703,0.027470678,0.000879366,0.018697517,0.312880039,0.014920799,0.3805,0.3705,0.495,2,0.76,0.554,0.4,1,0.365,0.4,0.51,1,0.188,0.803,0.931,1,0.365,0.4,0.51,1,0.359,0.523666667,0.607666667,3,0.42,0.5775,0.5605,2,0.535285714,0.591142857,0.490714286,7
1662,realDonaldTrump,15-Aug-18,I d strip the whole bunch of them. They re all corrupt. They ve all abused their power. They ve all betrayed the American people with a political agenda. They tried to steal and influence an election in the United States.,Disgust,0.010465385,0.050472464,0.085128799,0.151052848,0.515945256,0.137413397,0.047745548,0.001776307,0.357666667,0.538333333,0.625,3,0,0,0,0,0,0,0,0,0.6285,0.536,0.3785,2,0.021,0.528,0.856,1,0.603,0.515,0.371666667,3,0.2535,0.57225,0.74475,4,0.417714286,0.516285714,0.572428571,7
1663,realDonaldTrump,15-Aug-18,Mark Levin When they had power they didn t stop the Russians the Chinese the North Koreans they funded the Iranians & are responsible for the greatest scandal in American history by interfering with our election & trying to undermine the Trump Campaign and Trump Presidency.,Fear,0.012528604,0.253948271,0.02302061,0.451618165,0.010571077,0.014066997,0.207699373,0.02654692,0.677,0.7025,0.4505,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5782,0.7064,0.536,5,0.354333333,0.540333333,0.610333333,3,0.621857143,0.716571429,0.532285714,7
1664,realDonaldTrump,15-Aug-18,WE RE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT. Can you believe this is the Governor of the Highest Taxed State in the U.S. Andrew Cuomo having a total meltdown!,Joy,0.002249306,0.967236161,0.000130137,0.007639976,2.99E-05,0.000210265,0.022484833,1.94E-05,0.771,0.714,0.286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771,0.714,0.286,1,0,0,0,0,0.776,0.698,0.328,2
1665,realDonaldTrump,15-Aug-18,Hillary Clinton clearly got a pass by the FBI. We have the unfortunate situation where they then decided they were going to frame Donald Trump concerning the Rigged Witch Hunt. JOE DIGENOVA former U.S. Attorney.,Trust,0.038790666,0.09392979,0.026836332,0.220695883,0.077129222,0.003021167,0.510468841,0.029128121,0.271,0.3075,0.41,2,0,0,0,0,0,0,0,0,0.51,0.362,0.324,1,0,0,0,0,0.56675,0.49375,0.35825,4,0.503333333,0.460666667,0.348,3,0.644,0.5965,0.388,2
1666,realDonaldTrump,15-Aug-18,John Brennan is a stain on the Country we deserve better than this. Former Secret Service Agent and author of new book Spygate the Attempted Sabotage of Donald J. Trump Dan Bongino. Thank you Dan and good luck with the book!,Joy,0.046903521,0.665537477,0.036078703,0.023886092,0.000356568,0.001553918,0.215936035,0.009747663,0,0,0,0,0.864666667,0.621333333,0.431333333,3,0.453,0.264,0.324,1,0.87775,0.60975,0.3895,4,0.802,0.613,0.436,1,0.87775,0.60975,0.3895,4,0,0,0,0,0.8468,0.6168,0.3694,5
1668,realDonaldTrump,15-Aug-18,Our Country was built on Tariffs and Tariffs are now leading us to great new Trade Deals - as opposed to the horrible and unfair Trade Deals that I inherited as your President. Other Countries should not be allowed to come in and steal the wealth of our great U.S.A. No longer!,Joy,0.127073586,0.262758762,0.084990904,0.142127946,0.004525939,0.208468258,0.162634417,0.007420203,0.097,0.359,0.664,2,0,0,0,0,0.122,0.294,0.6645,2,0.689333333,0.528,0.343,3,0.08925,0.4305,0.66125,4,0.7982,0.6926,0.4842,5,0.2285,0.54675,0.63325,4,0.76325,0.676875,0.453625,8
1669,realDonaldTrump,15-Aug-18,Happy Birthday to the leader of the Democrat Party Maxine Waters!,Surprise,0.000633594,0.163679555,0.728188634,0.008241046,0.000415229,0.001737161,0.059177592,0.037927154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0.926,0.582,1
1670,realDonaldTrump,15-Aug-18,The action (the Strzok firing) was a decisive step in the right direction in correcting the wrongs committed by what has been described as Comey s skinny inner circle. Chris Swecker former FBI Assistant Director.,Trust,0.016168933,0.089529149,0.003344583,0.164681315,0.008961903,0.000695866,0.716297567,0.000320707,0.74,0.71,0.352,1,0,0,0,0,0,0,0,0,0.5365,0.6165,0.421,2,0,0,0,0,0.53875,0.4495,0.3055,4,0.719,0.684,0.33,1,0.644625,0.631875,0.398125,8
1671,realDonaldTrump,15-Aug-18,The Rigged Russian Witch Hunt goes on and on as the originators and founders of this scam continue to be fired and demoted for their corrupt and illegal activity. All credibility is gone from this terrible Hoax and much more will be lost as it proceeds. No Collusion!,Anger,0.300635606,0.164287984,0.094192237,0.096260935,0.077229455,0.216713548,0.044100121,0.006580113,0.15325,0.31975,0.63225,4,0.63,0.612,0.427,1,0.061,0.4705,0.818,2,0,0,0,0,0.061,0.4705,0.818,2,0.698,0.735,0.408,1,0.054666667,0.453,0.793666667,3,0.5345,0.553,0.412833333,6
1672,realDonaldTrump,15-Aug-18,My friend and very early supporter Kris Kobach won the Republican Nomination for Governor of Kansas last night in a tough race against a very fine opponent. Kris will win in November and be a great Governor. He has my complete and total Endorsement!,Trust,0.003404594,0.426571816,0.005574672,0.025784532,0.000409487,0.002348035,0.533635497,0.002271394,0.621666667,0.755,0.429333333,3,0,0,0,0,0,0,0,0,0.598,0.404,0.396,1,0,0,0,0,0.692363636,0.623909091,0.464181818,11,0.327,0.403,0.4735,2,0.716181818,0.657636364,0.437909091,11
1673,realDonaldTrump,15-Aug-18,It is about time that Connecticut had a real and talented Governor. Bob Stefanowski is the person needed to do the job. Tough on crime Bob is also a big cutter of Taxes. He will win in November and make a Great Governor a major difference maker. Bob has my total Endorsement!,Trust,0.000684517,0.003670191,0.009087201,0.00635009,9.10E-05,0.000454409,0.975900471,0.003762139,0.855,0.826,0.4605,2,0.604,0.609,0.288,1,0,0,0,0,0.743,0.646,0.504,2,0.071,0.63,0.943,1,0.7424,0.6938,0.4598,5,0.427,0.583,0.731,1,0.727909091,0.688909091,0.486727273,11
1674,realDonaldTrump,15-Aug-18,.  won big last night in Minnesota. A big star in Hockey he will be an even bigger star in politics. It all begins with a win in November. Pete has my complete and total Endorsement!,Anticipation,0.03870181,0.16695042,0.257739365,0.056847543,0.037521578,0.043253805,0.13719815,0.261787325,0.7605,0.7615,0.35,2,0.833,0.56,0.418,1,0,0,0,0,0.7,0.608,0.492,2,0,0,0,0,0.762833333,0.685,0.436,6,0,0,0,0,0.778714286,0.724571429,0.435428571,7
1675,realDonaldTrump,15-Aug-18,People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who entered the U.S. legally. Chuck Schumer in 2009 before he went left and haywire!,Anger,0.3365888,0.257732183,0.081227787,0.111558177,0.023629492,0.113835849,0.067526281,0.007901441,0.061,0.337,0.787,1,0.708,0.5,0.47,1,0.061,0.337,0.787,1,0.613,0.472,0.335,2,0.061,0.337,0.787,1,0.555333333,0.453666667,0.413333333,3,0.061,0.337,0.787,1,0.5916,0.4718,0.35,5
1676,realDonaldTrump,15-Aug-18,Congratulations to Bryan Steil on a wonderful win last night. You will be replacing a great guy in Paul Ryan and your win in November will make the entire State of Wisconsin very proud. You have my complete and total Endorsement!,Trust,0.006869177,0.030142348,0.033656728,0.032470331,0.121947788,0.006590571,0.658342898,0.109980159,0.7605,0.7615,0.35,2,0,0,0,0,0,0,0,0,0.8275,0.655,0.598,2,0,0,0,0,0.731444444,0.691666667,0.512777778,9,0.3755,0.423,0.4915,2,0.71,0.650416667,0.470166667,12
1677,realDonaldTrump,15-Aug-18,Jeff Johnson of Minnesota had a big night in winning the Republican nomination for Governor against a very strong and well known opponent! Thanks for all of the support you showed me. You have my complete and total Endorsement. You will win in November!,Trust,0.001079625,0.403566331,0.018064832,0.016925013,0.000125886,0.000628148,0.55883646,0.000773671,0.825333333,0.831666667,0.470666667,3,0.955,0.972,0.712,1,0.955,0.972,0.712,1,0.785,0.729333333,0.565333333,3,0,0,0,0,0.68975,0.657875,0.4775,8,0.062,0.148,0.521,1,0.7445,0.7303,0.5229,10
1678,realDonaldTrump,15-Aug-18,Scott Walker is very special and will have another great win in November. He has done a fantastic job as Governor of Wisconsin and will always have my full support and Endorsement!,Joy,0.020480178,0.586177349,0.018862214,0.037049886,0.006849265,0.011918387,0.311506569,0.007156185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745,0.676428571,0.567857143,7,0.062,0.148,0.521,1,0.702166667,0.651833333,0.524833333,6
1679,realDonaldTrump,15-Aug-18,Congratulations to Leah Vukmir of Wisconsin on your great win last night. You beat a very tough and good competitor and will make a fantastic Senator after winning in November against someone who has done very little. You have my complete and total Endorsement!,Trust,0.007279827,0.400227129,0.033247843,0.066164404,0.001192724,0.006504631,0.482299209,0.003084237,0.705,0.80925,0.5,4,0.9465,0.753,0.54,2,0.955,0.972,0.712,1,0.714,0.6195,0.53675,4,0,0,0,0,0.763363636,0.717727273,0.555636364,11,0.317666667,0.500333333,0.709,3,0.69925,0.669666667,0.54025,12
1680,realDonaldTrump,15-Aug-18,Great Republican election results last night. So far we have the team we want. 8 for 9 in Special Elections. Red Wave!,Surprise,0.003440742,0.088754736,0.376669377,0.043330744,0.001095288,0.004835101,0.254109621,0.227764398,0.625,0.651,0.519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,0.593,0.389,1,0.625,0.651,0.519,1,0.696666667,0.644,0.456333333,3
1646,realDonaldTrump,16-Aug-18,.....released in 2017. If his statement is based on intelligence he has seen since leaving office it constitutes an intelligence breach...... Richard Burr (R-NC) Senate Intel Cmte Chair,Joy,0.014710688,0.540669799,0.054734606,0.045536481,0.015701234,0.002842824,0.324304819,0.001499554,0.163,0.371,0.542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474333333,0.588333333,0.477,3,0.833,0.885,0.587,1,0.7605,0.855,0.5975,2
1647,realDonaldTrump,16-Aug-18,Director Brennan s recent statements purport to know as fact that the Trump campaign colluded with a foreign power. If Director Brennan s statement is based on intelligence he received while leading the CIA why didn t he include it in the Intelligence Community Assessment......,Joy,0.016584711,0.520615876,0.052239463,0.106927812,0.000604826,0.008037629,0.291039646,0.003950011,0.602,0.823,0.73,1,0,0,0,0,0,0,0,0,0.602,0.823,0.73,1,0,0,0,0,0.696,0.719333333,0.443,3,0.833,0.885,0.587,1,0.706125,0.76025,0.507375,8
1648,realDonaldTrump,16-Aug-18,....An incredibly corrupt FBI & DOJ trying to steer the outcome of a Presidential Election. Brennan has gone off the deep end he s disgraced and discredited himself. His conduct has been outrageous. Chris Farrell Judicial Watch.,Trust,0.043621376,0.17607671,0.005503724,0.280951887,0.02933765,0.028642116,0.421846628,0.014019929,0.1815,0.22,0.4455,2,0,0,0,0,0.071,0.25,0.661,1,0.2825,0.466,0.5005,2,0.071,0.25,0.661,1,0.266666667,0.379,0.437666667,3,0.4795,0.592,0.4815,2,0.3804,0.4844,0.4104,5
1649,realDonaldTrump,16-Aug-18,How can Senator Richard Blumenthal who went around for twenty years as a Connecticut politician bragging that he was a great Marine war hero in Vietnam (then got caught and sobbingly admitted he was neither a Marine nor ever in Vietnam) pass judgement on anyone? Loser!,Disgust,0.047750294,0.038793307,0.016773548,0.09217976,0.745947778,0.022957888,0.035218496,0.000378954,0.52,0.286,0.292,1,0.94,0.881,0.806,1,0,0,0,0,0.708,0.616,0.495,4,0,0,0,0,0.709,0.581142857,0.466714286,7,0.285,0.650666667,0.589,3,0.742166667,0.617666667,0.4905,6
1650,realDonaldTrump,16-Aug-18,.  speaking of John Brennan: How did somebody so obviously limited intellectually get to be CIA Director in the first place? Now that is a really good question! Then followed by Richard Blumenthal of Connecticut is a FAKE War Hero... So true a total Fake!,Trust,0.041117854,0.006205458,0.039652716,0.011925052,0.080818981,0.032093301,0.787416875,0.000769787,0.5,0.547,0.2795,2,0.938,0.534,0.368,1,0,0,0,0,0.938,0.534,0.368,1,0.229,0.38,0.273,1,0.787166667,0.675833333,0.462333333,6,0.753,0.575,0.59,1,0.773333333,0.672333333,0.404,6
1651,realDonaldTrump,16-Aug-18,Very concerned about Comey s firing afraid they will be exposed said Bruce Ohr. DOJ s Emails & Notes show Bruce Ohr s connection to (phony & discredited) Trump Dossier. A creep thinking he would get caught in a dishonest act. Rigged Witch Hunt!,Trust,0.055165611,0.12434116,0.119377017,0.052694619,0.019574083,0.042189762,0.577542007,0.009115763,0.2415,0.2565,0.5945,2,0,0,0,0,0.191,0.163,0.491,1,0.454,0.699,0.6195,2,0.191,0.163,0.491,1,0.52975,0.658,0.58625,4,0.151,0.2975,0.7365,2,0.613875,0.644375,0.528,8
1652,realDonaldTrump,16-Aug-18,While Steele shopped the document to multiple media outlets he also asked for help with a RUSSIAN Oligarch. Catherine Herridge of   In other words they were colluding with Russia!,Fear,0.006226107,0.17305319,0.193122819,0.267211288,0.041315723,0.053657793,0.244204178,0.021208905,0.673,0.46,0.471,1,0,0,0,0,0,0,0,0,0.5,0.464,0.33,1,0.71,0.473,0.216,1,0.575333333,0.501333333,0.326666667,3,0.673,0.46,0.471,1,0.57625,0.44025,0.38525,4
1653,realDonaldTrump,16-Aug-18,The FBI received documents from Bruce Ohr (of the Justice Department & whose wife Nelly worked for Fusion GPS). Disgraced and fired FBI Agent Peter Strzok. This is too crazy to be believed! The Rigged Witch Hunt has zero credibility.,Trust,0.148898154,0.070102103,0.04074049,0.095190533,0.159788057,0.007841527,0.471239597,0.006199552,0.156,0.321,0.843,1,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0.321,0.843,1,0.708,0.585,0.44,2,0.156,0.321,0.843,1,0.695333333,0.574666667,0.373333333,3
1654,realDonaldTrump,16-Aug-18,Turkey has taken advantage of the United States for many years. They are now holding our wonderful Christian Pastor who I must now ask to represent our Country as a great patriot hostage. We will pay nothing for the release of an innocent man but we are cutting back on Turkey!,Trust,0.010256874,0.072178051,0.026740182,0.228548229,0.016475633,0.005446268,0.57311815,0.06723661,0.635666667,0.729666667,0.479,3,0.627,0.6665,0.597,2,0.448,0.536,0.375,1,0.871,0.858,0.7055,2,0.448,0.536,0.375,1,0.6727,0.6572,0.5078,10,0.63975,0.70825,0.50025,4,0.692545455,0.658727273,0.483272727,11
1655,realDonaldTrump,16-Aug-18,Thank you for the kind words Omarosa!,Joy,0.016041258,0.431494176,0.163514838,0.068392687,0.003747088,0.013336424,0.293655366,0.009818153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.473,0.216,1,0.918,0.618,0.24,1,0,0,0,0,0.918,0.618,0.24,1
1656,realDonaldTrump,16-Aug-18,Great  meeting today at the  !,Joy,0.007864852,0.820863485,0.040142804,0.064988755,0.000424788,0.000849192,0.05756589,0.007300228,0,0,0,0,0,0,0,0,0,0,0,0,0.806,0.362,0.306,1,0,0,0,0,0.778,0.4875,0.4375,2,0,0,0,0,0,0,0,0
1657,realDonaldTrump,16-Aug-18,The Queen of Soul Aretha Franklin is dead. She was a great woman with a wonderful gift from God her voice. She will be missed!,Sadness,0.000780229,0.052967522,0.017557653,0.000915349,0.000884334,0.738793969,0.168590292,0.019510644,0,0,0,0,0.88,0.483,0.539,1,0,0,0,0,0.905333333,0.630333333,0.605,3,0,0,0,0,0.8744,0.6872,0.5776,5,0,0,0,0,0.8324,0.7014,0.5178,5
1658,realDonaldTrump,16-Aug-18,There is nothing that I would want more for our Country than true FREEDOM OF THE PRESS. The fact is that the Press is FREE to write and say anything it wants but much of what it says is FAKE NEWS pushing a political agenda or just plain trying to hurt people. HONESTY WINS!,Trust,0.001099919,0.012715041,9.95E-05,0.013688618,3.44E-05,0.001590925,0.970733225,3.84E-05,0.401666667,0.459333333,0.485333333,3,0,0,0,0,0,0,0,0,0.531,0.553,0.296,1,0.062,0.291,0.773,1,0.58375,0.551625,0.41175,8,0.2045,0.583,0.7515,2,0.569625,0.602375,0.45925,8
1659,realDonaldTrump,16-Aug-18,The Boston Globe which was sold to the the Failing New York Times for 1.3 BILLION DOLLARS (plus 800 million dollars in losses & investment) or 2.1 BILLION DOLLARS was then sold by the Times for 1 DOLLAR. Now the Globe is in COLLUSION with other papers on free press. PROVE IT!,Disgust,0.12336313,0.024098717,0.015224468,0.295991182,0.324187368,0.039789706,0.176703528,0.000641901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714666667,0.538333333,0.459,3,0,0,0,0,0.714666667,0.538333333,0.459,3
1660,realDonaldTrump,16-Aug-18,THE FAKE NEWS MEDIA IS THE OPPOSITION PARTY. It is very bad for our Great Country....BUT WE ARE WINNING!,Trust,0.005376952,0.009784517,0.053333357,0.054695316,0.001898878,0.006827984,0.854513705,0.013569275,0.125,0.373,0.625,1,0,0,0,0,0.125,0.373,0.625,1,0,0,0,0,0.125,0.373,0.625,1,0.062,0.148,0.521,1,0.0935,0.2605,0.573,2,0.062,0.148,0.521,1
1661,realDonaldTrump,16-Aug-18,Our Economy is doing better than ever. Money is pouring into our cherished DOLLAR like rarely before companies earnings are higher than ever inflation is low & business optimism is higher than it has ever been. For the first time in many decades we are protecting our workers!,Joy,0.000623809,0.909965277,0.001981769,0.053645637,0.000220206,0.002020538,0.030943869,0.00059891,0,0,0,0,0.7765,0.7115,0.4265,2,0,0,0,0,0.6468,0.4882,0.4066,5,0,0,0,0,0.73,0.71075,0.5205,4,0.219,0.508,0.792,1,0.744375,0.665625,0.492875,8
1632,realDonaldTrump,17-Aug-18,....financial gain is a Federal Gratuity Statute Violation Bribery Statute Violation Honest Services Violation....all Major Crimes....because the DOJ is run by BLANK Jeff Sessions...... Gregg Jarrett. So when does Mueller do what must be done? Probably never!,Sadness,0.126430348,0.026927374,0.144608065,0.052938946,0.051990595,0.385262102,0.184347451,0.027495116,0,0,0,0,0.917,0.822,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0.63425,0.5855,0.58925,4,0,0,0,0,0.5725,0.5185,0.48925,4
1633,realDonaldTrump,17-Aug-18,Bruce Ohr of DOJ is in legal jeopardy it s astonishing that he s still employed. Bruce & Nelly Ohr s bank account is getting fatter & fatter because of the Dossier that they are both peddling. He doesn t disclose it under Fed Regs. Using your Federal office for personal.......,Joy,0.007646344,0.87207818,0.059586022,0.027385022,0.005299287,0.002003428,0.019944176,0.006057519,0,0,0,0,0.129,0.536,0.908,1,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0.625,0.558,3,0.487666667,0.634,0.76,3,0.616,0.68,0.4866,5
1634,realDonaldTrump,17-Aug-18,Fox News has learned that Bruce Ohr wrote Christopher Steele following the firing of James Comey saying that he was afraid the anti-Trump Russia probe will be exposed. Charles Payne  How much more does Mueller have to see? They have blinders on - RIGGED!,Fear,0.041311421,0.006454976,0.000277642,0.901244879,0.001389146,0.000361644,0.048860822,9.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.803,0.931,1,0,0,0,0,0.51025,0.66075,0.543,4,0.01,0.245,0.775,1,0.569166667,0.623333333,0.479,6
1636,realDonaldTrump,17-Aug-18,...I say Andrew s was a bigger and more incompetent blunder. He should easily win his race against a Super Liberal Actress but his political career is over!,Trust,0.13258779,0.132239699,0.059283216,0.290228248,0.011778861,0.054840166,0.31686613,0.002175898,0.133,0.239,0.566,1,0.74,0.606,0.712,1,0,0,0,0,0,0,0,0,0.133,0.239,0.566,1,0.696666667,0.676,0.476666667,3,0.608,0.662,0.478333333,3,0.6644,0.6712,0.4878,5
1637,realDonaldTrump,17-Aug-18,Which is worse Hightax Andrew Cuomo's statement WE RE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT or Hillary Clinton s DEPLORABLES statement...,Anger,0.476009041,0.121335164,0.013561551,0.072352447,0.139706776,0.116447434,0.051870111,0.008717487,0.062,0.225,0.704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.225,0.704,1,0.688,0.825,0.608,1
1638,realDonaldTrump,17-Aug-18,When a politician admits that We re not going to make America great again there doesn t seem to be much reason to ever vote for him. This could be a career threatening statement by Andrew Cuomo with many wanting him to resign-he will get higher ratings than his brother Chris!,Trust,0.011874628,0.07370393,0.000776255,0.086615011,0.000787118,0.000302763,0.824608147,0.001332153,0.671,0.621,0.4665,2,0.661,0.6275,0.606,2,0.071,0.652,0.875,1,0.6885,0.5715,0.4295,4,0.3265,0.6505,0.6875,2,0.6898,0.6318,0.4938,5,0.288333333,0.604333333,0.576,3,0.709272727,0.611,0.445090909,11
1639,realDonaldTrump,17-Aug-18,Wow! Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about America s lack of greatness. I have already MADE America Great Again just look at the markets jobs military- setting records and we will do even better. Andrew choked badly mistake!,Anticipation,0.012579458,0.053782586,0.098790221,0.148305684,0.025958747,0.003794143,0.233864248,0.422924936,0.073,0.286,0.509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711,0.61975,0.4435,4,0,0,0,0,0.7064,0.6608,0.4764,5
1640,realDonaldTrump,17-Aug-18,The U.S. has more than double the growth rate than it had 18 months ago.,Sadness,0.032199915,0.179361001,0.136914045,0.022370405,0.017968833,0.382683873,0.209640175,0.01886175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599,0.488,0.3375,2,0.521,0.407,0.297,1,0.521,0.407,0.297,1
1641,realDonaldTrump,17-Aug-18,Just announced youth unemployment is at a 50 year low!,Surprise,0.000260895,0.108934537,0.831987917,0.001842637,0.000146829,0.019001428,0.014262938,0.023562813,0.094,0.297,0.4,1,0.938,0.736,0.608,1,0,0,0,0,0.74,0.5755,0.446,2,0.938,0.736,0.608,1,0.524666667,0.482666667,0.430666667,3,0.938,0.736,0.608,1,0.318,0.356,0.342,2
1642,realDonaldTrump,17-Aug-18,....attend the big parade already scheduled at Andrews Air Force Base on a different date & go to the Paris parade celebrating the end of the War on November 11th. Maybe we will do something next year in D.C. when the cost comes WAY DOWN. Now we can buy some more jet fighters!,Surprise,0.002125032,0.006745185,0.8541587,0.005855162,0.000860892,0.001359767,0.109021768,0.019873511,0,0,0,0,0.8595,0.641,0.7725,2,0,0,0,0,0.607888889,0.506333333,0.473333333,9,0,0,0,0,0.583583333,0.50675,0.482416667,12,0.792,0.509,0.685,1,0.572083333,0.524666667,0.480333333,12
1643,realDonaldTrump,17-Aug-18,The local politicians who run Washington D.C. (poorly) know a windfall when they see it. When asked to give us a price for holding a great celebratory military parade they wanted a number so ridiculously high that I cancelled it. Never let someone hold you up! I will instead...,Joy,0.015647968,0.855730593,0.003988453,0.025931111,8.43E-05,0.001568192,0.092267409,0.004781983,0,0,0,0,0.792,0.509,0.685,1,0,0,0,0,0.5972,0.482,0.397,5,0,0,0,0,0.687444444,0.599777778,0.544666667,9,0.5658,0.5674,0.456,5,0.619076923,0.539769231,0.413,13
1644,realDonaldTrump,17-Aug-18,How does a politician Cuomo known for pushing people and businesses out of his state not to mention having the highest taxes in the U.S. survive making the statement WE RE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT? Which section of the sentence is worse?,Fear,0.133036748,0.130258694,0.02642961,0.594477177,0.010158595,0.035078969,0.061439022,0.009121194,0.625,0.548,0.265,1,0.698,0.629,0.4525,2,0.625,0.548,0.265,1,0.62425,0.51875,0.39475,4,0.625,0.548,0.265,1,0.579,0.6214,0.4738,5,0.557166667,0.618,0.401666667,6,0.562,0.583857143,0.410857143,7
1645,realDonaldTrump,17-Aug-18,In speaking with some of the world s top business leaders I asked what it is that would make business (jobs) even better in the U.S. Stop quarterly reporting & go to a six month system said one. That would allow greater flexibility & save money. I have asked the SEC to study!,Joy,0.053582564,0.482404768,0.19865334,0.037916325,0.038918775,0.091924727,0.046504151,0.05009535,0,0,0,0,0.724,0.4825,0.3275,2,0,0,0,0,0.5854,0.5114,0.3984,5,0,0,0,0,0.612,0.5073,0.3936,10,0.7255,0.5565,0.5095,2,0.624923077,0.552153846,0.404230769,13
1621,realDonaldTrump,18-Aug-18,I allowed White House Counsel Don McGahn and all other requested members of the White House Staff to fully cooperate with the Special Counsel. In addition we readily gave over one million pages of documents. Most transparent in history. No Collusion No Obstruction. Witch Hunt!,Trust,0.012951826,0.052152246,0.128663018,0.029453812,0.022632901,0.050528508,0.676392078,0.027225636,0,0,0,0,0,0,0,0,0,0,0,0,0.562,0.471,0.373,1,0,0,0,0,0.635,0.54925,0.4025,4,0.73,0.655,0.36,1,0.626714286,0.573285714,0.383142857,7
1622,realDonaldTrump,18-Aug-18,The United States has ended the ridiculous 230 Million Dollar yearly development payment to Syria. Saudi Arabia and other rich countries in the Middle East will start making payments instead of the U.S. I want to develop the U.S. our military and countries that help us!,Trust,0.347775578,0.079590112,0.010443689,0.116564795,0.00068009,0.008003881,0.436591178,0.000350691,0.4875,0.48,0.4855,2,0.7275,0.705,0.55,2,0.159,0.245,0.594,1,0,0,0,0,0.159,0.245,0.594,1,0.602833333,0.571333333,0.450333333,6,0.632,0.710333333,0.560333333,3,0.646428571,0.607571429,0.482571429,7
1624,realDonaldTrump,18-Aug-18,The Economy is stronger and better than ever before. Importantly there remains tremendous potential - it will only get better with time!,Joy,9.77E-05,0.994186819,6.34E-05,0.001775984,1.57E-06,8.85E-05,0.003785649,3.35E-07,0,0,0,0,0,0,0,0,0.61,0.565,0.24,1,0,0,0,0,0,0,0,0,0.711,0.75375,0.62875,4,0.708,0.7025,0.4325,2,0.6908,0.716,0.551,5
1626,realDonaldTrump,18-Aug-18,Has anyone looked at the mistakes that John Brennan made while serving as CIA Director? He will go down as easily the WORST in history & since getting out he has become nothing less than a loudmouth partisan political hack who cannot be trusted with the secrets to our country!,Trust,0.005756284,0.089903183,0.098704964,0.067286611,0.043734241,0.150675133,0.539319336,0.004620256,0.729,0.754,0.382,1,0,0,0,0,0,0,0,0,0.40575,0.51925,0.589,4,0,0,0,0,0.465428571,0.547142857,0.496571429,7,0.499,0.481,0.416333333,3,0.558333333,0.575333333,0.445333333,9
1628,realDonaldTrump,18-Aug-18,All of the fools that are so focused on looking only at Russia should start also looking in another direction China. But in the end if we are smart tough and well prepared we will get along with everyone!,Trust,0.003689534,0.037557028,0.309923172,0.011175893,0.000104049,0.003517058,0.58827275,0.045760505,0.344,0.742,0.588,1,0.697,0.661,0.455,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6355,0.65575,0.4895,4,0.719,0.684,0.33,1,0.661833333,0.673333333,0.461333333,6
1629,realDonaldTrump,18-Aug-18,....Too many voices are being destroyed some good & some bad and that cannot be allowed to happen. Who is making the choices because I can already tell you that too many mistakes are being made. Let everybody participate good & bad and we will all just have to figure it out!,Trust,0.032775976,0.452282369,0.008574016,0.018011717,0.005341874,0.006601129,0.472620189,0.003792749,0.078,0.3305,0.6605,2,0.938,0.534,0.368,1,0.125,0.373,0.625,1,0.674333333,0.486666667,0.403333333,3,0.078,0.3305,0.6605,2,0.689111111,0.565888889,0.402777778,9,0.295333333,0.438666667,0.560333333,3,0.679666667,0.551444444,0.365,9
